Tamaño del archivo, Tiempo de Codificacion(s), Tiempo de Decodificacion(s)
Tamaño del archivo, Tiempo de Codificacion(s), Tiempo de Decodificacion(s)
800KB,0.0736385,0.394377
800KB,0.0739753,0.392497
800KB,0.0759437,0.394805
800KB,0.0733371,0.397876
800KB,0.0743728,0.396297
